Mode,ORegionDAT,DRegionDAT,yearweek,sanitized_cost
V,CA_FRS,IL_CHI,2017-40,1.2176004360667028
V,CA_FRS,IL_CHI,2017-41,1.3153310000021639
V,CA_FRS,IL_CHI,2017-42,1.2976553445906793
V,CA_FRS,IL_CHI,2017-43,1.3945610620789926
V,CA_FRS,IL_CHI,2017-44,1.4046598054787442
V,CA_FRS,IL_CHI,2017-45,1.4996316161848284
V,CA_FRS,IL_CHI,2017-46,1.5873208322835595
V,CA_FRS,IL_CHI,2017-47,1.4710789977096255
V,CA_FRS,IL_CHI,2017-48,1.5871327924890652
V,CA_FRS,IL_CHI,2017-49,1.5391802085765836
V,CA_FRS,IL_CHI,2017-50,1.5090980964160965
V,CA_FRS,IL_CHI,2017-51,1.5373233164900229
V,CA_FRS,IL_CHI,2017-52,1.6678788312147246
V,CA_FRS,IL_CHI,2018-00,1.525859628083887
V,CA_FRS,IL_CHI,2018-01,1.4449369897330144
V,CA_FRS,IL_CHI,2018-02,1.3538142545016472
V,CA_FRS,IL_CHI,2018-03,1.3374585229220064
V,CA_FRS,IL_CHI,2018-04,1.2426562337365947
V,CA_FRS,IL_CHI,2018-05,1.2070345076288893
V,CA_FRS,IL_CHI,2018-06,1.1396823160919345
V,CA_FRS,IL_CHI,2018-07,1.1315011740981342
V,CA_FRS,IL_CHI,2018-08,1.1813520773498978
V,CA_FRS,IL_CHI,2018-09,1.130249302149113
V,CA_FRS,IL_CHI,2018-11,1.1195807041637855
V,CA_FRS,IL_CHI,2018-12,1.187737701161159
V,CA_FRS,IL_CHI,2018-13,1.197136823056805
V,CA_FRS,IL_CHI,2018-14,1.226073893311195
V,CA_FRS,IL_CHI,2018-16,1.2319440059792548
V,CA_FRS,IL_CHI,2018-17,1.2276275648877757
V,CA_FRS,IL_CHI,2018-18,1.3491037142879723
V,CA_FRS,IL_CHI,2018-19,1.22998852416055
V,CA_FRS,IL_CHI,2018-20,1.2715337595441774
V,CA_FRS,IL_CHI,2018-21,1.431991272961201
V,CA_FRS,IL_CHI,2018-22,1.3583840016410482
V,CA_FRS,IL_CHI,2018-23,1.524534202687596
V,CA_FRS,IL_CHI,2018-24,1.5742770522490483
V,CA_FRS,IL_CHI,2018-25,1.5287609719457707
V,CA_FRS,IL_CHI,2018-26,1.5098779240570965
V,CA_FRS,IL_CHI,2018-27,1.530692548781861
V,CA_FRS,IL_CHI,2018-28,1.5170268355483665
V,CA_FRS,IL_CHI,2018-29,1.4461017275753074
V,CA_FRS,IL_CHI,2018-30,1.4495188106316321
V,CA_FRS,IL_CHI,2018-31,1.402027521618959
V,CA_FRS,IL_CHI,2018-32,1.4214548775659932
V,CA_FRS,IL_CHI,2018-33,1.4633837222717525
V,CA_FRS,IL_CHI,2018-34,1.4513380623388394
V,CA_FRS,IL_CHI,2018-35,1.437704270602993
V,CA_FRS,IL_CHI,2018-36,1.4690149987240633
V,CA_FRS,IL_CHI,2018-37,1.4534940482068497
V,CA_FRS,IL_CHI,2018-38,1.5212745821673193
V,CA_FRS,IL_CHI,2018-39,1.5572234521326551
V,CA_FRS,IL_CHI,2018-40,1.5400630806496212
V,CA_FRS,IL_CHI,2018-41,1.576072628282028
V,CA_FRS,IL_CHI,2018-42,1.4994845033217037
V,CA_FRS,IL_CHI,2018-43,1.55613437346341
V,CA_FRS,IL_CHI,2018-44,1.571528549327897
V,CA_FRS,IL_CHI,2018-45,1.7616036618271058
V,CA_FRS,IL_CHI,2018-46,1.7337706956533872
V,CA_FRS,IL_CHI,2018-47,1.6567644788134044
V,CA_FRS,IL_CHI,2018-48,1.5730177211156056
V,CA_FRS,IL_CHI,2018-49,1.5962051057334463
V,CA_FRS,IL_CHI,2018-50,1.5440422956453907
V,CA_FRS,IL_CHI,2018-51,1.5438974897460267
V,CA_FRS,IL_CHI,2019-00,1.5129013612924456
V,CA_FRS,IL_CHI,2019-01,1.4867745675150814
V,CA_FRS,IL_CHI,2019-02,1.4067180667167256
V,CA_FRS,IL_CHI,2019-03,1.2960193166135257
V,CA_FRS,IL_CHI,2019-04,1.2347081060630662
V,CA_FRS,IL_CHI,2019-05,1.1992690357438354
V,CA_FRS,IL_CHI,2019-05,1.2398690357438353
V,CA_FRS,IL_CHI,2019-06,1.1900099987442085
V,CA_FRS,IL_CHI,2019-07,1.164084947247639
V,CA_FRS,IL_CHI,2019-08,1.1483805578737645
V,CA_FRS,IL_CHI,2019-09,1.1964501649404722
V,CA_FRS,IL_CHI,2019-10,1.1724117594357966
V,CA_FRS,IL_CHI,2019-11,1.1361112532997844
V,CA_FRS,IL_CHI,2019-12,1.1230146949719608
V,CA_FRS,IL_CHI,2019-13,1.1757546439108766
V,CA_FRS,IL_CHI,2019-14,1.158810797435398
V,CA_FRS,IL_CHI,2019-15,1.1839221286962542
V,CA_FRS,IL_CHI,2019-16,1.1980254041957452
V,CA_FRS,IL_CHI,2019-17,1.2008802493963118
V,CA_FRS,IL_CHI,2019-18,1.2304421159582941
V,CA_FRS,IL_CHI,2019-19,1.186438437607807
V,CA_FRS,IL_CHI,2019-20,1.161497566804311
V,CA_FRS,IL_CHI,2019-21,1.2228844084655568
V,CA_FRS,IL_CHI,2019-22,1.2100812763536335
V,CA_FRS,IL_CHI,2019-23,1.1954658361786923
V,CA_FRS,IL_CHI,2019-24,1.2888117470885927
V,CA_FRS,IL_CHI,2019-25,1.2764609162078342
V,CA_FRS,IL_CHI,2019-26,1.218199470740939
V,CA_FRS,IL_CHI,2019-27,1.218908683518015
V,CA_FRS,IL_CHI,2019-28,1.271399572348227
V,CA_FRS,IL_CHI,2019-29,1.299993729804973
V,CA_FRS,IL_CHI,2019-30,1.2335915098855832
V,CA_FRS,IL_CHI,2019-31,1.2801773415402546
V,CA_FRS,IL_CHI,2019-32,1.2627582200908436
V,CA_FRS,IL_CHI,2019-33,1.2475593393593674
V,CA_FRS,IL_CHI,2019-34,1.2515747056170776
V,CA_FRS,IL_CHI,2019-35,1.2691870696051164
V,CA_FRS,IL_CHI,2019-36,1.2899703615978675
V,CA_FRS,IL_CHI,2019-37,1.2356782343663613
V,CA_FRS,IL_CHI,2019-38,1.294402075626278
V,CA_FRS,IL_CHI,2019-39,1.3048459007819933
V,CA_FRS,IL_CHI,2019-40,1.2811938060726602
V,CA_FRS,IL_CHI,2019-41,1.3721861037558758
V,CA_FRS,IL_CHI,2019-42,1.328348520001008
V,CA_FRS,IL_CHI,2019-43,1.2755380441257225
V,CA_FRS,IL_CHI,2019-44,1.2874974817073186
V,CA_FRS,IL_CHI,2019-45,1.24594983579397
V,CA_FRS,IL_CHI,2019-46,1.2993298126524833
V,CA_FRS,IL_CHI,2019-47,1.323959827781581
V,CA_FRS,IL_CHI,2019-49,1.2825768585238522
V,CA_FRS,IL_CHI,2019-50,1.313288303242469
V,CA_FRS,IL_CHI,2019-51,1.3407461966299792
V,CA_FRS,IL_CHI,2020-00,1.2505625995241776
V,CA_FRS,IL_CHI,2020-01,1.2471998846608252
V,CA_FRS,IL_CHI,2020-02,1.319557614268619
V,CA_FRS,IL_CHI,2020-03,1.3106841040886301
V,CA_FRS,IL_CHI,2020-04,1.1836664441973455
V,CA_FRS,IL_CHI,2020-05,1.1985211992366844
V,CA_FRS,IL_CHI,2020-06,1.1052599191502022
V,CA_FRS,IL_CHI,2020-07,1.114668692606498
V,CA_FRS,IL_CHI,2020-08,1.1052431007995427
V,CA_FRS,IL_CHI,2020-09,1.1060484666336432
V,CA_FRS,IL_CHI,2020-10,1.1363108118965488
V,CA_FRS,IL_CHI,2020-11,1.2168591425818973
V,CA_FRS,IL_CHI,2020-12,1.247902376328762
V,CA_FRS,IL_CHI,2020-13,1.2375728669207338
V,CA_FRS,IL_CHI,2020-14,1.1120094650618166
V,CA_FRS,IL_CHI,2020-15,1.1657579600392263
V,CA_FRS,IL_CHI,2020-16,1.0686599533099055
V,CA_FRS,IL_CHI,2020-17,1.0005991812775559
V,CA_FRS,IL_CHI,2020-18,1.0932321279873287
V,CA_FRS,IL_CHI,2020-19,1.2629862941661174
V,CA_FRS,IL_CHI,2020-20,1.4823593191569056
V,CA_FRS,IL_CHI,2020-21,1.4826962741772616
V,CA_FRS,IL_CHI,2020-22,1.4196646238480541
V,CA_FRS,IL_CHI,2020-23,1.389394568736124
V,CA_FRS,IL_CHI,2020-24,1.4522818877177353
V,CA_FRS,IL_CHI,2020-25,1.4206491673004478
V,CA_FRS,IL_CHI,2020-26,1.4847159377624148
V,CA_FRS,IL_CHI,2020-27,1.5683328296021386
V,CA_FRS,IL_CHI,2020-28,1.5773604476776386
V,CA_FRS,IL_CHI,2020-29,1.6753332323382335
V,CA_FRS,IL_CHI,2020-30,1.7596896754798848
V,CA_FRS,IL_CHI,2020-31,1.6853209256551862
V,CA_FRS,IL_CHI,2020-32,1.7986645800041752
V,CA_FRS,IL_CHI,2020-33,1.8278870633639093
V,CA_FRS,IL_CHI,2020-34,1.8634215482771195
V,CA_FRS,IL_CHI,2020-35,1.9598206858876341
V,CA_FRS,IL_CHI,2020-36,1.7607195755266303
V,CA_FRS,IL_CHI,2020-37,1.997583079624846
V,CA_FRS,IL_CHI,2020-38,1.8975833929717396
V,CA_FRS,IL_CHI,2020-39,1.9558754030203724
V,CA_FRS,IL_CHI,2020-40,2.0074826174499916
V,CA_FRS,IL_CHI,2020-41,1.8861228090484332
V,CA_FRS,IL_CHI,2020-42,1.9293743893322552
V,CA_FRS,IL_CHI,2020-43,1.973924944583693
V,CA_FRS,IL_CHI,2020-44,2.0207629963915856
V,CA_FRS,IL_CHI,2020-45,2.08266269449181
V,CA_FRS,IL_CHI,2020-46,2.276937380196129
V,CA_FRS,IL_CHI,2020-47,2.1575786305063116
V,CA_FRS,IL_CHI,2020-48,2.252996753469221
V,CA_FRS,IL_CHI,2020-49,2.087722250086485
V,CA_FRS,IL_CHI,2020-50,1.885176675949738
V,CA_FRS,IL_CHI,2020-51,2.0147782037329094
V,CA_FRS,IL_CHI,2021-00,1.8318733109562149
V,CA_FRS,IL_CHI,2021-01,1.8214545290225874
V,CA_FRS,IL_CHI,2021-02,1.764321455679845
V,CA_FRS,IL_CHI,2021-03,1.7679439421209113
V,CA_FRS,IL_CHI,2021-04,1.5830815647893588
V,CA_FRS,IL_CHI,2021-05,1.5986384769047361
V,CA_FRS,IL_CHI,2021-06,1.5037467655037478
V,CA_FRS,IL_CHI,2021-07,1.6631338381947518
V,CA_FRS,IL_CHI,2021-08,1.9425172097019578
V,CA_FRS,IL_CHI,2021-09,2.0476277451252405
V,CA_FRS,IL_CHI,2021-10,2.178388067594825
V,CA_FRS,IL_CHI,2021-11,2.044467432622432
V,CA_FRS,IL_CHI,2021-12,2.0623368652449554
V,CA_FRS,IL_CHI,2021-13,2.190406297867479
V,CA_FRS,IL_CHI,2021-14,2.0922757304900026
V,CA_FRS,IL_CHI,2021-15,2.150745163112526
V,CA_FRS,IL_CHI,2021-16,2.1048145957350495
V,CA_FRS,IL_CHI,2021-17,2.082084028357573
V,CA_FRS,IL_CHI,2021-18,2.2739534609800964
V,CA_FRS,IL_CHI,2021-19,2.28022289360262
V,CA_FRS,IL_CHI,2021-20,2.2690923262251435
V,CA_FRS,IL_CHI,2021-21,2.1999617588476665
V,CA_FRS,IL_CHI,2021-22,2.1076311914701904
V,CA_FRS,IL_CHI,2021-23,2.195100624092714
V,CA_FRS,IL_CHI,2021-24,2.2013700567152372
V,CA_FRS,IL_CHI,2021-25,2.2772394893377608
V,CA_FRS,IL_CHI,2021-26,2.2081089219602843
V,CA_FRS,MA_BOS,2017-34,1.5225652430490277
V,CA_FRS,MA_BOS,2018-47,2.01105379846559
V,CA_FRS,MA_BOS,2019-16,1.4029407293546061
V,CA_FRS,MA_BOS,2019-25,1.7709533029037035
V,CA_FRS,MA_BOS,2019-38,1.6776959993704073
V,CA_FRS,MA_BOS,2020-15,1.3531083651401477
V,CA_FRS,MA_BOS,2020-21,1.8622518136059916
V,CA_FRS,MA_BOS,2020-24,1.7120861039684454
V,CA_FRS,MA_BOS,2020-26,1.8986493009044962
V,CA_FRS,MA_BOS,2020-27,2.024895783947287
V,CA_FRS,MA_BOS,2020-28,2.147568254132987
V,CA_FRS,MA_BOS,2020-39,2.6052739128173927
V,CA_FRS,MA_BOS,2020-48,2.5658223639215114
V,CA_FRS,MA_BOS,2020-49,2.568574976643312
V,CA_FRS,MA_BOS,2021-00,2.5646095223125602
V,CA_FRS,MA_BOS,2021-08,2.6446571932451395
V,CA_FRS,MA_BOS,2021-14,2.590633692054461
V,CA_FRS,MA_BOS,2021-15,2.499466615067989
V,CA_FRS,MA_BOS,2021-17,2.549132461095046
V,CA_FRS,MA_BOS,2021-19,2.6451983071221026
V,CA_FRS,MA_BOS,2021-24,2.7171629221897446
