"","yw","Mode","ORegionDAT","DRegionDAT","approx_cost","sanitized_cost","prcp","tavg","tmax","tmin","diesel_price","deaths","pandemic","volume","new_deaths","tmax_lag_12","tmax_lag_8","tmax_lag_4","tmax_lag_2","prcp_lag_12","prcp_lag_8","prcp_lag_4","prcp_lag_2"
"241","2017 W06","R","CA_FRS","MA_BOS",1.653512286,1.653512286,0.175692308,57,61.85714286,51.71428571,2.558,0,0,0,0,76.9047619116667,68.3392857137501,59.1071428599998,62.8571428600007,0.106042366166667,0.15906354925,0.15159288525,0.145134289500001
"242","2017 W07","R","CA_FRS","MA_BOS",1.589767269,1.589767269,0.173214286,55,63.57142857,47.14285714,2.565,0,0,0,0,74.6904761974999,63.9642857137496,61.2857142875,62.7142857149993,0.12047689,0.180715335,0.13538826,0.174453296999999
"243","2017 W08","R","CA_FRS","MA_BOS",1.588647581,NA,0.12779661,50.14285714,59,40.85714286,2.572,0,0,0,0,71.2023809558332,58.6250000012496,62.0714285724998,61.2857142849989,0.1311266075,0.19668991125,0.14781986875,0.150505448
"244","2017 W09","R","CA_FRS","MA_BOS",1.587527892,NA,0.031166667,51.57142857,62.85714286,39.28571429,2.577,0,0,0,0,69.41666667,59.3750000012501,61.8214285724998,60.9285714300004,0.13372382975,0.16198660675,0.12696746775,0.0794816384999999
"245","2017 W10","R","CA_FRS","MA_BOS",1.586408204,1.586408204,0.049444444,55.28571429,69,43.57142857,2.579,0,0,0,0,66.7619047616666,61.3571428587497,63.6071428574996,65.9285714300004,0.137844200083333,0.1234991935,0.0954055017499997,0.0403055554999998
"246","2017 W11","R","CA_FRS","MA_BOS",1.689898529,1.689898529,0,66.57142857,80.85714286,53.14285714,2.564,0,0,0,0,65.2857142858332,64.6071428587502,67.9285714300004,74.9285714300004,0.137844200083333,0.0937450951250001,0.0521019302500001,0.0247222220000003
"247","2017 W12","R","CA_FRS","MA_BOS",1.709387505,1.709387505,0.116865672,58.14285714,66.42857143,50.57142857,2.539,0,0,0,0,62.3452380966664,65.9285714299999,69.7857142875,73.6428571449997,0.147583006083333,0.0985945322499999,0.0493691957499998,0.0584328359999997
"248","2017 W13","R","CA_FRS","MA_BOS",1.771240658,1.771240658,0.0095,59.14285714,71.28571429,47.42857143,2.532,0,0,0,0,63.5476190491669,66.8571428587502,71.8928571450006,68.8571428600007,0.122641914166667,0.085459998375,0.0439525290000002,0.0631828360000002
"249","2017 W14","R","CA_FRS","MA_BOS",1.817488089,1.817488089,0.17983871,61.28571429,71.57142857,49.42857143,2.556,0,0,0,0,65.0833333349998,68.0714285724998,72.5357142875,71.4285714300004,0.1078498275,0.0859782986249999,0.0765510955000002,0.0946693550000006
"250","2017 W15","R","CA_FRS","MA_BOS",1.995941087,1.995941087,0.085892857,59.28571429,72,47.71428571,2.582,0,0,0,0,66.5119047633334,69.1250000012501,70.3214285724998,71.7857142849989,0.0951715,0.07506312,0.09802430975,0.1328657835
"251","2017 W16","R","CA_FRS","MA_BOS",1.972248698,1.972248698,0.072542373,62.71428571,74.14285714,52.71428571,2.597,0,0,0,0,68.0357142866666,71.01785714375,72.25,73.0714285699996,0.0947108498333334,0.0681563403750001,0.0869434850000004,0.0792176150000001
"252","2017 W17","R","CA_FRS","MA_BOS",1.897745376,1.897745376,0,63.71428571,76.28571429,51.71428571,2.595,0,0,0,0,69.0714285725001,72.6964285725003,73.5,75.2142857150011,0.08516282725,0.0642605070000002,0.0845684850000001,0.0362711865000005
"253","2017 W18","R","CA_FRS","MA_BOS",2.00529451,2.00529451,0.013090909,72.57142857,84.42857143,59.14285714,2.583,0,0,0,0,70.9523809533333,74.6250000012501,76.7142857150002,80.3571428600007,0.0716127106666666,0.059716315125,0.0428815347499998,0.00654545449999944
"254","2017 W19","R","CA_FRS","MA_BOS",1.983641325,1.983641325,0,66.14285714,78.57142857,54.28571429,2.565,0,0,0,0,72.2023809533336,74.3392857150002,78.3571428575005,81.5,0.0571781868333333,0.059716315125,0.0214083205,0.00654545449999944
"255","2017 W20","R","CA_FRS","MA_BOS",2.115446978,2.115446978,0,68.85714286,83.71428571,56,2.544,0,0,0,0,74.2619047625,76.5,80.75,81.1428571399993,0.0465284693333333,0.045108106125,0.00327272724999972,0
"256","2017 W21","R","CA_FRS","MA_BOS",2.292742443,2.292742443,0,75.28571429,88.28571429,60.57142857,2.539,0,0,0,0,76.3809523816669,78.625,83.75,86,0.0439312470833334,0.0439206061249999,0.00327272724999972,0
"257","2017 W22","R","CA_FRS","MA_BOS",2.322323565,2.322323565,0.003137255,76.14285714,89.71428571,62.85714286,2.571,0,0,0,0,78.1071428574999,80.8928571424999,85.0714285699996,89,0.0400723146666667,0.0218329242499999,0.000784313750000099,0.0015686275000002
"258","2017 W23","R","CA_FRS","MA_BOS",2.397922689,2.397922689,0,73.85714286,86.85714286,59.28571429,2.564,0,0,0,0,78.6071428574999,82.75,87.1428571424995,88.2857142849989,0.0400723146666667,0.011096317125,0.000784313750000099,0.0015686275000002
"259","2017 W24","R","CA_FRS","MA_BOS",2.265557067,NA,0,77.14285714,92.57142857,63.28571429,2.524,0,0,0,0,80.7857142858335,85.0535714287503,89.3571428575005,89.7142857150011,0.0303335086666667,0.00202852049999991,0.000784313750000099,0
"260","2017 W25","R","CA_FRS","MA_BOS",2.133191445,2.133191445,0,92.28571429,106.7142857,77,2.489,0,0,0,0,83.7380952366666,88.8571428549999,93.9642857099998,99.6428571350007,0.029541842,0.00202852049999991,0.000784313750000099,0
"261","2017 W26","R","CA_FRS","MA_BOS",2.17410589,2.17410589,0,81.28571429,96.71428571,65.14285714,2.465,0,0,0,0,85.8333333316668,90.3928571400002,95.7142857100007,101.714285705,0.0145552828333333,0.000392156875000049,0,0
"262","2017 W27","R","CA_FRS","MA_BOS",2.152503314,2.152503314,0,87.42857143,103.1428571,72.28571429,2.472,0,0,0,0,88.4285714233335,93.4642857062499,99.7857142700004,99.9285714050002,0.00739754475000002,0.000392156875000049,0,0
"263","2017 W28","R","CA_FRS","MA_BOS",2.06533964,2.06533964,0,87.57142857,103.1428571,72.14285714,2.481,0,0,0,0,90.8452380866668,95.8928571300003,102.4285714025,103.1428571,0.00135234699999994,0.000392156875000049,0,0
"264","2017 W29","R","CA_FRS","MA_BOS",1.986143044,1.986143044,0,85.57142857,100.7142857,69.71428571,2.491,0,0,0,0,92.8809523708333,97.4464285562499,100.9285714025,101.9285714,0.00135234699999994,0.000392156875000049,0,0
"265","2017 W30","R","CA_FRS","MA_BOS",1.954223249,1.954223249,0,87,101.7142857,71.71428571,2.507,0,0,0,0,94.32142856,98.9464285550002,102.1785714,101.2142857,0.0002614379166667,0,0,0
"266","2017 W31","R","CA_FRS","MA_BOS",1.932443595,1.932443595,0,88.85714286,101.5714286,76.42857143,2.531,0,0,0,0,96.2380952291666,100.7857142725,101.785714275,101.64285715,0.0002614379166667,0,0,0
"267","2017 W32","R","CA_FRS","MA_BOS",1.92583063,1.92583063,0,83.71428571,99.85714286,68.14285714,2.581,0,0,0,0,97.5833333250002,101.69642855875,100.964285715,100.71428573,0.0002614379166667,0,0,0
"268","2017 W33","R","CA_FRS","MA_BOS",1.910003424,NA,0,80.42857143,94.28571429,67.42857143,2.598,0,0,0,0,98.0833333249999,100.1428571325,99.3571428625,97.071428575,0.0002614379166667,0,0,0
"269","2017 W34","R","CA_FRS","MA_BOS",1.894176219,1.894176219,0,83.57142857,99.28571429,69.28571429,2.596,0,0,0,0,98.8809523733335,100.464285705,98.7500000099999,96.7857142899993,0,0,0,0
"270","2017 W35","R","CA_FRS","MA_BOS",1.911232091,1.911232091,0,90.71428571,106.5714286,76.14285714,2.605,0,0,0,0,100.523809518333,100.8928571425,100.00000001,102.928571445,0,0,0,0
"271","2017 W36","R","CA_FRS","MA_BOS",1.909398427,1.909398427,0,83.14285714,95.85714286,71,2.758,0,0,0,0,100.7976190425,99.9821428625,99.0000000099999,101.21428573,0,0,0,0
"272","2017 W37","R","CA_FRS","MA_BOS",1.924781792,NA,0.023846154,76.85714286,89.28571429,65.14285714,2.802,0,0,0,0,99.3452380916666,98.55357143625,97.7500000099999,92.571428575,0.00198717949999994,0.0029807692499999,0.00596153849999981,0.0119230769999996
"273","2017 W38","R","CA_FRS","MA_BOS",1.940165156,1.940165156,0.027692308,67.42857143,78.71428571,55.28571429,2.791,0,0,0,0,97.8452380916666,95.6785714375001,92.6071428650002,84,0.00429487183333332,0.00644230774999999,0.0128846155,0.0257692309999999
"274","2017 W39","R","CA_FRS","MA_BOS",1.966749122,1.966749122,0,73.28571429,87.85714286,59,2.788,0,0,0,0,96.5714285716664,93.9642857199997,87.9285714299995,83.2857142849989,0.00429487183333332,0.00644230774999999,0.0128846155,0.0138461540000003
"275","2017 W40","R","CA_FRS","MA_BOS",2.187136904,2.187136904,0.001020408,66,80.28571429,51.28571429,2.792,0,0,0,0,94.6666666708334,91.51785714875,84.0357142875,84.071428575,0.00437990583333336,0.00656985875000005,0.0131397175000001,0.000510204000000236
"276","2017 W41","R","CA_FRS","MA_BOS",1.973584852,1.973584852,0,63.42857143,78.57142857,48.85714286,2.776,0,0,0,0,92.8214285766665,89.5535714337498,81.3571428574996,79.4285714300004,0.00437990583333336,0.00656985875000005,0.00717817900000028,0.000510204000000236
"277","2017 W42","R","CA_FRS","MA_BOS",1.960320391,1.960320391,0.016538462,63.14285714,77,49.85714286,2.787,0,0,0,0,90.7619047683332,86.7678571474999,80.9285714299995,77.7857142849989,0.00575811100000001,0.00863716650000002,0.00438971750000006,0.00826923099999988
"278","2017 W43","R","CA_FRS","MA_BOS",1.976980778,1.976980778,0,68.71428571,86,54.85714286,2.797,0,0,0,0,89.4642857183332,84.1964285724998,80.4642857150002,81.5,0.00575811100000001,0.00863716650000002,0.00438971750000006,0.00826923099999988
"279","2017 W44","R","CA_FRS","MA_BOS",2.197903601,2.197903601,0.005576923,60.28571429,67.57142857,51.28571429,2.819,0,0,0,0,86.7738095274999,80.6607142862499,77.2857142849998,76.7857142850007,0.00622285458333331,0.00933428187499996,0.00552884624999983,0.00278846149999978
"280","2017 W45","R","CA_FRS","MA_BOS",2.231299024,2.231299024,0,57.42857143,69.57142857,47,2.882,0,0,0,0,84.7142857174998,78.1964285712497,75.0357142849998,68.5714285699996,0.00622285458333331,0.00635351262500006,0.00552884624999983,0.00278846149999978
"281","2017 W46","R","CA_FRS","MA_BOS",2.374299645,2.374299645,0.061666667,57.71428571,67.42857143,47.71428571,2.915,0,0,0,0,82.0595238125,76.7857142862499,72.6428571425004,68.5,0.0113617435,0.0106003075000001,0.0168108975000001,0.0308333335000004
"282","2017 W47","R","CA_FRS","MA_BOS",2.362965182,2.362965182,0.000188679,60,74,49.28571429,2.912,0,0,0,0,79.3452380958333,75.0535714287503,69.6428571425004,70.7142857150011,0.01137746675,0.0106238923749999,0.0168580672499998,0.0309276729999999
"283","2017 W48","R","CA_FRS","MA_BOS",2.33391931,NA,0.039074074,51.28571429,61.28571429,40.14285714,2.926,0,0,0,0,76.4642857149999,72.6785714287498,68.0714285724998,67.6428571449997,0.0146336395833333,0.0153806006249999,0.025232355,0.0196313764999996
"284","2017 W49","R","CA_FRS","MA_BOS",2.304873439,2.304873439,0,45.85714286,61.71428571,33.57142857,2.922,0,0,0,0,74.1666666666667,70.5714285712502,66.1071428575005,61.5,0.0126464600833334,0.0153806006249999,0.025232355,0.0195370370000001
"285","2017 W50","R","CA_FRS","MA_BOS",2.313329108,2.313329108,0,46.85714286,61,34.57142857,2.91,0,0,0,0,72.6904761908333,68.5714285712502,64.5,61.3571428550003,0.01033876775,0.0133132928749999,0.00981568824999979,0
"286","2017 W51","R","CA_FRS","MA_BOS",2.554813935,NA,0.008039216,45.71428571,56.85714286,34.42857143,2.901,0,0,0,0,70.1071428575002,64.9285714287503,60.2142857150002,58.9285714300004,0.0110087024166667,0.014318194875,0.0117783225000001,0.00401960800000012
"287","2017 W52","R","CA_FRS","MA_BOS",2.796298763,2.796298763,0,48,61.85714286,37.42857143,2.903,0,0,0,0,68.5714285716664,64.2142857149997,60.3571428574996,59.3571428599989,0.0109236684166666,0.0136210795,0.00200980400000006,0.00401960800000012
"288","2018 W01","R","CA_FRS","MA_BOS",2.627920165,NA,0.029607843,54.42857143,65.14285714,45.71428571,2.973,0,0,0,0,67.4523809525002,63.6607142862504,61.2142857150002,63.5,0.0133909886666667,0.0173220598750001,0.00941176475000027,0.0148039215000004
"289","2018 W02","R","CA_FRS","MA_BOS",2.459541568,NA,0.156034483,53.28571429,59.42857143,47.57142857,2.996,0,0,0,0,65.9880952383334,62.6607142862499,60.8214285724998,62.2857142850007,0.0250156570833333,0.0291180368749999,0.0484203855000001,0.092821163
"290","2018 W03","R","CA_FRS","MA_BOS",2.29116297,NA,0.020535714,49.42857143,57.42857143,43.14285714,3.028,0,0,0,0,63.6071428574999,60.5892857149997,60.9642857149993,58.4285714299986,0.0267269665833333,0.03166141625,0.0515445099999998,0.0882850984999992
"291","2018 W04","R","CA_FRS","MA_BOS",2.122784372,2.122784372,0.034038462,49.71428571,61.14285714,39,3.025,0,0,0,0,63.0714285716667,60.5714285712502,60.7857142850007,59.2857142850007,0.0290987615000001,0.0310319647500001,0.0600541255000002,0.0272870880000005
"292","2018 W05","R","CA_FRS","MA_BOS",1.967381451,1.967381451,0,55.71428571,69.85714286,44.42857143,3.07,0,0,0,0,63.0952380958333,61.5892857149997,61.9642857149993,65.5,0.0290987615000001,0.0310319647500001,0.05265216475,0.0170192310000008
"293","2018 W06","R","CA_FRS","MA_BOS",2.015839197,2.015839197,0,59,74.14285714,46.14285714,3.086,0,0,0,0,63.6547619050001,63.2321428575001,65.6428571425004,72,0.0239598725833334,0.0310319647500001,0.0136435440000002,0
"294","2018 W07","R","CA_FRS","MA_BOS",2.02094279,NA,0,52.57142857,66.14285714,40.14285714,3.063,0,0,0,0,63,64.3928571424999,67.8214285700005,70.1428571400011,0.0239441493333334,0.0300270627500001,0.0085096155000004,0
"295","2018 W08","R","CA_FRS","MA_BOS",2.026046383,2.026046383,0.00372549,45.71428571,57.28571429,34,3.027,0,0,0,0,62.6666666666667,63.8214285712502,66.8571428574996,61.7142857149993,0.020998434,0.030492749,0.00093137249999975,0.0018627449999995
"296","2018 W09","R","CA_FRS","MA_BOS",2.058061985,NA,0.292,48.28571429,56.28571429,41.42857143,3.007,0,0,0,0,62.2142857149999,62.7142857149997,63.4642857150002,56.7857142899993,0.0453317673333333,0.0632917686249999,0.0739313724999997,0.147862744999999
"297","2018 W10","R","CA_FRS","MA_BOS",2.090077588,NA,0.0026,57.28571429,70.71428571,46.42857143,2.992,0,0,0,0,63.0238095241666,64.125,62.6071428574996,63.5,0.0455484340000001,0.0441124582500001,0.0745813725,0.1473
"298","2018 W11","R","CA_FRS","MA_BOS",2.122093191,2.122093191,0.095333333,55.57142857,64.85714286,45.71428571,2.976,0,0,0,0,63.6904761908333,65.0535714287503,62.2857142875,67.7857142850007,0.05282294375,0.0534621606250001,0.0984147057499998,0.0489666665000001
"299","2018 W12","R","CA_FRS","MA_BOS",2.153849814,2.153849814,0.442372881,55.71428571,64.71428571,46.42857143,2.972,0,0,0,0,63.9285714283336,65.5,64.1428571425004,64.7857142850007,0.0896873505000001,0.104503963,0.2080765535,0.268853107
"300","2018 W13","R","CA_FRS","MA_BOS",2.207198927,2.207198927,0.003921569,62.42857143,77.14285714,49.57142857,3.01,0,0,0,0,64.9285714283333,66.4107142850003,69.3571428550003,70.928571425,0.0875468276666666,0.104994159125,0.13605694575,0.223147225
"301","2018 W14","R","CA_FRS","MA_BOS",2.253733207,2.253733207,0.06372549,65.42857143,75.71428571,54.71428571,3.042,0,0,0,0,66.2857142850001,66.60714285625,70.6071428550003,76.428571425,0.0798544115833333,0.112959845375,0.15133831825,0.0338235294999993
