,yw,Mode,ORegionDAT,DRegionDAT,approx_cost,sanitized_cost,prcp,tavg,tmax,tmin,diesel_price,deaths,pandemic,volume,new_deaths,tmax_lag_12,tmax_lag_8,tmax_lag_4,tmax_lag_2,prcp_lag_12,prcp_lag_8,prcp_lag_4,prcp_lag_2,unemployment,ppi
1,2017 W01,R,CA_FRS,IL_CHI,1.56540082,1.56540082,0.308793103,49.42857143,56.85714286,42.71428571,2.586,0,0,17.3320888,0,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.4
2,2017 W02,R,CA_FRS,IL_CHI,1.574480536,1.574480536,0.35734375,49.85714286,53.14285714,45.42857143,2.597,0,0,19.02734352,0,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.4
3,2017 W03,R,CA_FRS,IL_CHI,1.547266629,1.547266629,0.238032787,47.71428571,54.85714286,40.71428571,2.585,0,0,26.35338301,0,NA,NA,NA,54,NA,NA,NA,0.297688269,4.7,0.4
4,2017 W04,R,CA_FRS,IL_CHI,1.490165134,1.490165134,0.078070175,44.71428571,55.85714286,34.42857143,2.569,0,0,17.88042906,0,NA,NA,NA,55.35714286,NA,NA,NA,0.158051481,4.7,0.4
5,2017 W05,R,CA_FRS,IL_CHI,1.462799567,1.462799567,0.114576271,53.42857143,63.85714286,44.28571429,2.562,0,0,22.70251385,0,NA,NA,56.92857143,59.85714286,NA,NA,0.197005746,0.096323223,4.6,0.1
6,2017 W06,R,CA_FRS,IL_CHI,1.450093295,1.450093295,0.175692308,57,61.85714286,51.71428571,2.558,0,0,18.51250796,0,NA,NA,59.10714286,62.85714286,NA,NA,0.151592885,0.14513429,4.6,0.1
7,2017 W07,R,CA_FRS,IL_CHI,1.420316817,1.420316817,0.173214286,55,63.57142857,47.14285714,2.565,0,0,23.42144491,0,NA,NA,61.28571429,62.71428572,NA,NA,0.13538826,0.174453297,4.6,0.1
8,2017 W08,R,CA_FRS,IL_CHI,1.520520675,1.520520675,0.12779661,50.14285714,59,40.85714286,2.572,0,0,16.81464362,0,NA,NA,62.07142857,61.28571429,NA,NA,0.147819869,0.150505448,4.6,0.1
9,2017 W09,R,CA_FRS,IL_CHI,1.402881514,1.402881514,0.031166667,51.57142857,62.85714286,39.28571429,2.577,0,0,23.19069393,0,NA,59.375,61.82142857,60.92857143,NA,0.161986607,0.126967468,0.079481639,4.4,0
10,2017 W10,R,CA_FRS,IL_CHI,1.441905127,1.441905127,0.049444444,55.28571429,69,43.57142857,2.579,0,0,19.29477756,0,NA,61.35714286,63.60714286,65.92857143,NA,0.123499194,0.095405502,0.040305555,4.4,0
11,2017 W11,R,CA_FRS,IL_CHI,1.465705685,1.465705685,0,66.57142857,80.85714286,53.14285714,2.564,0,0,30.03159969,0,NA,64.60714286,67.92857143,74.92857143,NA,0.093745095,0.05210193,0.024722222,4.4,0
12,2017 W12,R,CA_FRS,IL_CHI,1.461992018,1.461992018,0.116865672,58.14285714,66.42857143,50.57142857,2.539,0,0,28.16709507,0,NA,65.92857143,69.78571429,73.64285715,NA,0.098594532,0.049369196,0.058432836,4.4,0
13,2017 W13,R,CA_FRS,IL_CHI,1.47395048,1.47395048,0.0095,59.14285714,71.28571429,47.42857143,2.532,0,0,23.17168563,0,63.54761905,66.85714286,71.89285715,68.85714286,0.122641914,0.085459998,0.043952529,0.063182836,4.5,0.1
14,2017 W14,R,CA_FRS,IL_CHI,1.576948284,1.576948284,0.17983871,61.28571429,71.57142857,49.42857143,2.556,0,0,31.42175373,0,65.08333334,68.07142857,72.53571429,71.42857143,0.107849828,0.085978299,0.076551096,0.094669355,4.5,0.2
15,2017 W15,R,CA_FRS,IL_CHI,1.656570988,1.656570988,0.085892857,59.28571429,72,47.71428571,2.582,0,0,29.57536414,0,66.51190476,69.125,70.32142857,71.78571429,0.0951715,0.07506312,0.09802431,0.132865784,4.5,0.2
16,2017 W16,R,CA_FRS,IL_CHI,1.685427536,1.685427536,0.072542373,62.71428571,74.14285714,52.71428571,2.597,0,0,26.25066467,0,68.03571429,71.01785714,72.25,73.07142857,0.09471085,0.06815634,0.086943485,0.079217615,4.5,0.2
17,2017 W17,R,CA_FRS,IL_CHI,1.657012567,1.657012567,0,63.71428571,76.28571429,51.71428571,2.595,0,0,37.91738768,0,69.07142857,72.69642857,73.5,75.21428572,0.085162827,0.064260507,0.084568485,0.036271187,4.4,0.2
18,2017 W18,R,CA_FRS,IL_CHI,1.61738171,1.61738171,0.013090909,72.57142857,84.42857143,59.14285714,2.583,0,0,32.29274508,0,70.95238095,74.625,76.71428572,80.35714286,0.071612711,0.059716315,0.042881535,0.006545454,4.4,-0.1
19,2017 W19,R,CA_FRS,IL_CHI,1.72279318,1.72279318,0,66.14285714,78.57142857,54.28571429,2.565,0,0,34.87349324,0,72.20238095,74.33928572,78.35714286,81.5,0.057178187,0.059716315,0.021408321,0.006545454,4.4,-0.1
20,2017 W20,R,CA_FRS,IL_CHI,1.734288162,1.734288162,0,68.85714286,83.71428571,56,2.544,0,0,28.07051842,0,74.26190476,76.5,80.75,81.14285714,0.046528469,0.045108106,0.003272727,0,4.4,-0.1
21,2017 W21,R,CA_FRS,IL_CHI,1.950230885,1.950230885,0,75.28571429,88.28571429,60.57142857,2.539,0,0,35.85119392,0,76.38095238,78.625,83.75,86,0.043931247,0.043920606,0.003272727,0,4.3,-0.1
22,2017 W22,R,CA_FRS,IL_CHI,1.951489127,1.951489127,0.003137255,76.14285714,89.71428571,62.85714286,2.571,0,0,34.55523785,0,78.10714286,80.89285714,85.07142857,89,0.040072315,0.021832924,0.000784314,0.001568627,4.3,0.1
23,2017 W23,R,CA_FRS,IL_CHI,2.153641463,2.153641463,0,73.85714286,86.85714286,59.28571429,2.564,0,0,37.28625624,0,78.60714286,82.75,87.14285714,88.28571429,0.040072315,0.011096317,0.000784314,0.001568627,4.3,0.1
24,2017 W24,R,CA_FRS,IL_CHI,2.049965194,2.049965194,0,77.14285714,92.57142857,63.28571429,2.524,0,0,40.19068525,0,80.78571429,85.05357143,89.35714286,89.71428572,0.030333509,0.00202852,0.000784314,0,4.3,0.1
25,2017 W25,R,CA_FRS,IL_CHI,1.951085962,1.951085962,0,92.28571429,106.7142857,77,2.489,0,0,40.72143316,0,83.73809524,88.85714286,93.96428571,99.64285714,0.029541842,0.00202852,0.000784314,0,4.3,0.1
26,2017 W26,R,CA_FRS,IL_CHI,1.930968918,1.930968918,0,81.28571429,96.71428571,65.14285714,2.465,0,0,48.90023161,0,85.83333333,90.39285714,95.71428571,101.7142857,0.014555283,0.000392157,0,0,4.3,0
27,2017 W27,R,CA_FRS,IL_CHI,1.944456836,1.944456836,0,87.42857143,103.1428571,72.28571429,2.472,0,0,49.32747826,0,88.42857142,93.46428571,99.78571427,99.92857141,0.007397545,0.000392157,0,0,4.3,0
28,2017 W28,R,CA_FRS,IL_CHI,1.843358824,1.843358824,0,87.57142857,103.1428571,72.14285714,2.481,0,0,74.93188149,0,90.84523809,95.89285713,102.4285714,103.1428571,0.001352347,0.000392157,0,0,4.3,0
29,2017 W29,R,CA_FRS,IL_CHI,1.834455679,1.834455679,0,85.57142857,100.7142857,69.71428571,2.491,0,0,55.98614044,0,92.88095237,97.44642856,100.9285714,101.9285714,0.001352347,0.000392157,0,0,4.4,0
30,2017 W30,R,CA_FRS,IL_CHI,1.840847676,1.840847676,0,87,101.7142857,71.71428571,2.507,0,0,53.96749889,0,94.32142856,98.94642856,102.1785714,101.2142857,0.000261438,0,0,0,4.4,0
31,2017 W31,R,CA_FRS,IL_CHI,1.781913626,1.781913626,0,88.85714286,101.5714286,76.42857143,2.531,0,0,43.69319199,0,96.23809523,100.7857143,101.7857143,101.6428572,0.000261438,0,0,0,4.4,0.4
32,2017 W32,R,CA_FRS,IL_CHI,1.77157405,1.77157405,0,83.71428571,99.85714286,68.14285714,2.581,0,0,58.5615514,0,97.58333333,101.6964286,100.9642857,100.7142857,0.000261438,0,0,0,4.4,0.4
33,2017 W33,R,CA_FRS,IL_CHI,1.747427204,NA,0,80.42857143,94.28571429,67.42857143,2.598,0,0,59.11757,0,98.08333333,100.1428571,99.35714286,97.07142857,0.000261438,0,0,0,4.2,0.4
34,2017 W34,R,CA_FRS,IL_CHI,1.723280357,1.723280357,0,83.57142857,99.28571429,69.28571429,2.596,0,0,59.67359821,0,98.88095237,100.4642857,98.75000001,96.78571429,0,0,0,0,4.2,0.4
35,2017 W35,R,CA_FRS,IL_CHI,1.752998227,1.752998227,0,90.71428571,106.5714286,76.14285714,2.605,0,0,46.83524501,0,100.5238095,100.8928571,100,102.9285714,0,0,0,0,4.2,0.5
36,2017 W36,R,CA_FRS,IL_CHI,1.748399901,1.748399901,0,83.14285714,95.85714286,71,2.758,0,0,46.80058473,0,100.797619,99.98214286,99.00000001,101.2142857,0,0,0,0,4.2,0.5
37,2017 W37,R,CA_FRS,IL_CHI,1.761150019,NA,0.023846154,76.85714286,89.28571429,65.14285714,2.802,0,0,49.68249,0,99.34523809,98.55357144,97.75000001,92.57142858,0.00198718,0.002980769,0.005961539,0.011923077,4.1,0.5
38,2017 W38,R,CA_FRS,IL_CHI,1.773900138,1.773900138,0.027692308,67.42857143,78.71428571,55.28571429,2.791,0,0,52.5643987,0,97.84523809,95.67857144,92.60714287,84,0.004294872,0.006442308,0.012884616,0.025769231,4.1,0.5
39,2017 W39,R,CA_FRS,IL_CHI,1.773311467,1.773311467,0,73.28571429,87.85714286,59,2.788,0,0,33.49621571,0,96.57142857,93.96428572,87.92857143,83.28571429,0.004294872,0.006442308,0.012884616,0.013846154,4.1,0
40,2017 W40,R,CA_FRS,IL_CHI,1.845116301,1.845116301,0.001020408,66,80.28571429,51.28571429,2.792,0,0,35.56882742,0,94.66666667,91.51785715,84.03571429,84.07142858,0.004379906,0.006569859,0.013139718,0.000510204,4.1,0
41,2017 W41,R,CA_FRS,IL_CHI,1.793181073,1.793181073,0,63.42857143,78.57142857,48.85714286,2.776,0,0,35.76592713,0,92.82142858,89.55357143,81.35714286,79.42857143,0.004379906,0.006569859,0.007178179,0.000510204,4.2,0
42,2017 W42,R,CA_FRS,IL_CHI,1.730537607,1.730537607,0.016538462,63.14285714,77,49.85714286,2.787,0,0,46.48590448,0,90.76190477,86.76785715,80.92857143,77.78571428,0.005758111,0.008637167,0.004389718,0.008269231,4.2,0
43,2017 W43,R,CA_FRS,IL_CHI,1.712661847,1.712661847,0,68.71428571,86,54.85714286,2.797,0,0,32.98737998,0,89.46428572,84.19642857,80.46428572,81.5,0.005758111,0.008637167,0.004389718,0.008269231,4.2,0
44,2017 W44,R,CA_FRS,IL_CHI,1.755339281,1.755339281,0.005576923,60.28571429,67.57142857,51.28571429,2.819,0,0,53.67030648,0,86.77380953,80.66071429,77.28571428,76.78571429,0.006222855,0.009334282,0.005528846,0.002788462,4.2,0.3
45,2017 W45,R,CA_FRS,IL_CHI,1.830672994,1.830672994,0,57.42857143,69.57142857,47,2.882,0,0,59.17003924,0,84.71428572,78.19642857,75.03571429,68.57142857,0.006222855,0.006353513,0.005528846,0.002788462,4.1,0.3
46,2017 W46,R,CA_FRS,IL_CHI,2.016541783,2.016541783,0.061666667,57.71428571,67.42857143,47.71428571,2.915,0,0,38.13055154,0,82.05952381,76.78571429,72.64285714,68.5,0.011361744,0.010600308,0.016810898,0.030833333,4.1,0.3
47,2017 W47,R,CA_FRS,IL_CHI,1.896090459,1.896090459,0.000188679,60,74,49.28571429,2.912,0,0,18.42674865,0,79.3452381,75.05357143,69.64285714,70.71428572,0.011377467,0.010623892,0.016858067,0.030927673,4.1,0.3
48,2017 W48,R,CA_FRS,IL_CHI,1.894823212,1.894823212,0.039074074,51.28571429,61.28571429,40.14285714,2.926,0,0,18.48252362,0,76.46428572,72.67857143,68.07142857,67.64285715,0.01463364,0.015380601,0.025232355,0.019631377,4.1,0.1
49,2017 W49,R,CA_FRS,IL_CHI,1.969136414,1.969136414,0,45.85714286,61.71428571,33.57142857,2.922,0,0,29.29957942,0,74.16666667,70.57142857,66.10714286,61.5,0.01264646,0.015380601,0.025232355,0.019537037,4.05,0.1
50,2017 W50,R,CA_FRS,IL_CHI,1.9340586,1.9340586,0,46.85714286,61,34.57142857,2.91,0,0,27.12499755,0,72.69047619,68.57142857,64.5,61.35714285,0.010338768,0.013313293,0.009815688,0,4.05,0.1
51,2017 W51,R,CA_FRS,IL_CHI,2.090832385,2.090832385,0.008039216,45.71428571,56.85714286,34.42857143,2.901,0,0,29.25420492,0,70.10714286,64.92857143,60.21428572,58.92857143,0.011008702,0.014318195,0.011778323,0.004019608,4.05,0.1
52,2017 W52,R,CA_FRS,IL_CHI,2.111540068,2.111540068,0,48,61.85714286,37.42857143,2.903,0,0,24.70825911,0,68.57142857,64.21428572,60.35714286,59.35714286,0.010923668,0.01362108,0.002009804,0.004019608,4.05,0.25
53,2018 W01,R,CA_FRS,IL_CHI,2.173635715,2.173635715,0.029607843,54.42857143,65.14285714,45.71428571,2.973,0,0,30.35649223,0,67.45238095,63.66071429,61.21428572,63.5,0.013390989,0.01732206,0.009411765,0.014803922,4,0.4
54,2018 W02,R,CA_FRS,IL_CHI,2.104403423,2.104403423,0.156034483,53.28571429,59.42857143,47.57142857,2.996,0,0,27.525651,0,65.98809524,62.66071429,60.82142857,62.28571429,0.025015657,0.029118037,0.048420386,0.092821163,4,0.4
55,2018 W03,R,CA_FRS,IL_CHI,1.94769198,1.94769198,0.020535714,49.42857143,57.42857143,43.14285714,3.028,0,0,23.48448688,0,63.60714286,60.58928572,60.96428572,58.42857143,0.026726967,0.031661416,0.05154451,0.088285098,4,0.4
56,2018 W04,R,CA_FRS,IL_CHI,1.816809599,1.816809599,0.034038462,49.71428571,61.14285714,39,3.025,0,0,24.37720654,0,63.07142857,60.57142857,60.78571428,59.28571428,0.029098762,0.031031965,0.060054126,0.027287088,4,0.4
57,2018 W05,R,CA_FRS,IL_CHI,1.641852492,1.641852492,0,55.71428571,69.85714286,44.42857143,3.07,0,0,23.60663685,0,63.0952381,61.58928572,61.96428572,65.5,0.029098762,0.031031965,0.052652165,0.017019231,4.1,0.2
58,2018 W06,R,CA_FRS,IL_CHI,1.590409379,1.590409379,0,59,74.14285714,46.14285714,3.086,0,0,23.82689345,0,63.65476191,63.23214286,65.64285714,72,0.023959873,0.031031965,0.013643544,0,4.1,0.2
59,2018 W07,R,CA_FRS,IL_CHI,1.61949036,1.61949036,0,52.57142857,66.14285714,40.14285714,3.063,0,0,18.95122128,0,63,64.39285714,67.82142857,70.14285714,0.023944149,0.030027063,0.008509615,0,4.1,0.2
60,2018 W08,R,CA_FRS,IL_CHI,1.680215639,1.680215639,0.00372549,45.71428571,57.28571429,34,3.027,0,0,25.47794128,0,62.66666667,63.82142857,66.85714286,61.71428572,0.020998434,0.030492749,0.000931373,0.001862745,4.1,0.2
61,2018 W09,R,CA_FRS,IL_CHI,1.607893616,1.607893616,0.292,48.28571429,56.28571429,41.42857143,3.007,0,0,28.07566125,0,62.21428572,62.71428572,63.46428572,56.78571429,0.045331767,0.063291769,0.073931373,0.147862745,4,0.1
62,2018 W10,R,CA_FRS,IL_CHI,1.61438378,NA,0.0026,57.28571429,70.71428571,46.42857143,2.992,0,0,24.72314322,0,63.02380952,64.125,62.60714286,63.5,0.045548434,0.044112458,0.074581373,0.1473,4,0.1
63,2018 W11,R,CA_FRS,IL_CHI,1.620873943,1.620873943,0.095333333,55.57142857,64.85714286,45.71428571,2.976,0,0,21.37062519,0,63.69047619,65.05357143,62.28571429,67.78571428,0.052822944,0.053462161,0.098414706,0.048966666,4,0.1
64,2018 W12,R,CA_FRS,IL_CHI,1.596928187,1.596928187,0.442372881,55.71428571,64.71428571,46.42857143,2.972,0,0,20.58536407,0,63.92857143,65.5,64.14285714,64.78571428,0.089687351,0.104503963,0.208076554,0.268853107,4,0.1
65,2018 W13,R,CA_FRS,IL_CHI,1.756107,1.756107,0.003921569,62.42857143,77.14285714,49.57142857,3.01,0,0,20.87648157,0,64.92857143,66.41071429,69.35714285,70.92857143,0.087546828,0.104994159,0.136056946,0.223147225,4,0.2
66,2018 W14,R,CA_FRS,IL_CHI,1.910362582,1.910362582,0.06372549,65.42857143,75.71428571,54.71428571,3.042,0,0,23.81189521,0,66.28571429,66.60714286,70.60714285,76.42857143,0.079854412,0.112959845,0.151338318,0.03382353,4,0.3
67,2018 W15,R,CA_FRS,IL_CHI,1.966786503,1.966786503,0.000943396,63,77.14285714,50.28571429,3.043,0,0,29.20188878,0,67.92857143,67.98214286,73.67857143,76.42857143,0.078221718,0.11307777,0.127740834,0.032334443,4,0.3
68,2018 W16,R,CA_FRS,IL_CHI,2.075900594,2.075900594,0.041964286,60,73.85714286,48,3.104,0,0,28.90870028,0,68.98809524,70.05357143,75.96428571,75.5,0.078882204,0.117857619,0.027638685,0.021453841,4,0.3
69,2018 W17,R,CA_FRS,IL_CHI,2.096956194,2.096956194,0,70.28571429,83.42857143,56.14285714,3.133,0,0,28.86735165,0,70.11904762,73.44642857,77.53571429,78.64285715,0.078882204,0.081357619,0.026658293,0.020982143,3.8,0.3
70,2018 W18,R,CA_FRS,IL_CHI,2.170186893,2.170186893,0,67.71428571,81.42857143,55.42857143,3.157,0,0,32.4274503,0,70.72619048,74.78571429,78.96428572,82.42857143,0.078882204,0.081032619,0.010726921,0,3.8,0.2
71,2018 W19,R,CA_FRS,IL_CHI,2.214185018,2.214185018,0,72.57142857,86.14285714,58.57142857,3.171,0,0,33.457338,0,72.39285714,77.44642857,81.21428572,83.78571428,0.078882204,0.069115953,0.010491072,0,3.8,0.2
72,2018 W20,R,CA_FRS,IL_CHI,2.263015739,2.263015739,0,69,82.14285714,56.42857143,3.239,0,0,32.24937165,0,74.46428571,79.625,83.28571429,84.14285714,0.078571746,0.013819343,0,0,3.8,0.2
73,2018 W21,R,CA_FRS,IL_CHI,2.419379625,2.419379625,0.0026,68.42857143,81.28571429,57.14285714,3.277,0,0,35.86653232,0,76.54761905,80.14285714,82.75,81.71428572,0.05445508,0.013654147,0.00065,0.0013,4,0.2
74,2018 W22,R,CA_FRS,IL_CHI,2.795105789,2.795105789,0,77.28571429,92.57142857,61.57142857,3.288,0,0,40.14954231,0,78.36904762,82.25,85.53571428,86.92857143,0.054238413,0.00568846,0.00065,0.0013,4,0.1
75,2018 W23,R,CA_FRS,IL_CHI,2.666169232,2.666169232,0,75.57142857,89.71428571,60.57142857,3.285,0,0,30.93659033,0,80.44047619,83.82142857,86.42857143,91.14285714,0.046293969,0.005570536,0.00065,0,4,0.1
76,2018 W24,R,CA_FRS,IL_CHI,2.58786931,2.58786931,0,79.14285714,93.71428571,64.28571429,3.266,0,0,34.69303984,0,82.85714286,86.30357143,89.32142857,91.71428571,0.009429562,0.000325,0.00065,0,4,0.1
77,2018 W25,R,CA_FRS,IL_CHI,2.611045487,2.611045487,0,82.28571429,97.85714286,66.71428571,3.244,0,0,33.86246565,0,84.58333333,88.10714286,93.46428571,95.78571428,0.009102764,0.000325,0,0,3.8,0.1
78,2018 W26,R,CA_FRS,IL_CHI,2.556200703,2.556200703,0,82.85714286,98.42857143,67.42857143,3.216,0,0,28.58114323,0,86.47619048,90.23214286,94.92857143,98.14285715,0.003792307,0.000325,0,0,3.8,0.1
79,2018 W27,R,CA_FRS,IL_CHI,2.343485571,2.343485571,0,84.42857143,99.85714286,69.42857143,3.236,0,0,53.01520939,0,88.36904762,91.94642857,97.46428572,99.14285715,0.003713691,0.000325,0,0,3.8,0.1
80,2018 W28,R,CA_FRS,IL_CHI,2.306517447,2.306517447,0,88.42857143,102.7142857,74.14285714,3.243,0,0,43.62724361,0,90.77380952,94.51785714,99.71428571,101.2857143,0.000216667,0.000325,0,0,3.8,0.1
81,2018 W29,R,CA_FRS,IL_CHI,2.288575494,2.288575494,0,89.42857143,104.4285714,75.28571429,3.239,0,0,39.58182289,0,92.52380952,97.41071428,101.3571428,103.5714286,0.000216667,0,0,0,3.8,0.1
82,2018 W30,R,CA_FRS,IL_CHI,2.194606632,2.194606632,0,89.42857143,104.1428571,75.28571429,3.22,0,0,40.5717522,0,94.41666666,98.85714285,102.7857143,104.2857143,0.000216667,0,0,0,3.8,0.1
83,2018 W31,R,CA_FRS,IL_CHI,2.192388426,2.192388426,0,87,102.4285714,72,3.226,0,0,38.76098515,0,95.77380951,100.4464286,103.4285714,103.2857143,0.000216667,0,0,0,3.8,0.2
84,2018 W32,R,CA_FRS,IL_CHI,2.144688659,2.144688659,0,85.42857143,102.1428571,70.57142857,3.223,0,0,53.87201814,0,97.44047618,101.5,103.2857143,102.2857143,0.000216667,0,0,0,3.8,0.2
85,2018 W33,R,CA_FRS,IL_CHI,2.098796935,2.098796935,0,85.14285714,101.4285714,69.57142857,3.217,0,0,52.49301267,0,99.1190476,101.9464285,102.5357143,101.7857143,0,0,0,0,3.7,0.2
86,2018 W34,R,CA_FRS,IL_CHI,2.137833965,2.137833965,0,79.71428571,95.28571429,63.85714286,3.207,0,0,34.63162656,0,99.34523808,101.5535714,100.3214285,98.35714285,0,0,0,0,3.7,0.2
87,2018 W35,R,CA_FRS,IL_CHI,2.159539642,2.159539642,0,77,91.14285714,63.57142857,3.226,0,0,30.73325565,0,99.4642857,100.4642857,97.49999998,93.21428572,0,0,0,0,3.7,0.2
88,2018 W36,R,CA_FRS,IL_CHI,2.118428231,2.118428231,0,83.14285714,98.85714286,68.57142857,3.252,0,0,36.16070931,0,99.89285713,99.98214284,96.67857142,95,0,0,0,0,3.7,0.2
89,2018 W37,R,CA_FRS,IL_CHI,2.09466326,2.09466326,0,74.85714286,89,60.57142857,3.258,0,0,35.5743552,0,99.15476189,98.05357141,93.57142857,93.92857143,0,0,0,0,3.8,0.2
90,2018 W38,R,CA_FRS,IL_CHI,2.13503504,2.13503504,0,75.57142857,92.14285714,60,3.268,0,0,27.58342194,0,98.63095237,96.55357142,92.78571429,90.57142857,0,0,0,0,3.8,0.2
91,2018 W39,R,CA_FRS,IL_CHI,2.115320876,2.115320876,0,76.42857143,91.42857143,61.85714286,3.271,0,0,33.64609712,0,97.92857141,95.17857142,92.85714286,91.78571429,0,0,0,0,3.8,0.3
92,2018 W40,R,CA_FRS,IL_CHI,2.075719877,2.075719877,0.055208333,70.57142857,81.28571429,61.14285714,3.313,0,0,40.09079058,0,96.14285713,92.57142857,88.46428572,86.35714286,0.004600694,0.006901042,0.013802083,0.027604167,3.8,0.3
93,2018 W41,R,CA_FRS,IL_CHI,2.033471029,2.033471029,0,68,80.28571429,56.28571429,3.385,0,0,32.45162909,0,94.13095237,89.92857143,86.28571429,80.78571429,0.004600694,0.006901042,0.013802083,0.027604167,3.8,0.3
94,2018 W42,R,CA_FRS,IL_CHI,2.017612508,2.017612508,0,67.71428571,83.14285714,53.28571429,3.394,0,0,33.39987352,0,92.38095237,88.41071429,84.03571429,81.71428572,0.004600694,0.006901042,0.013802083,0,3.8,0.3
95,2018 W43,R,CA_FRS,IL_CHI,2.024695444,2.024695444,0,66.57142857,81.57142857,53,3.38,0,0,26.44004332,0,90.64285714,87.21428572,81.57142857,82.35714285,0.004600694,0.006901042,0.013802083,0,3.8,0.3
96,2018 W44,R,CA_FRS,IL_CHI,2.095456201,2.095456201,0,63,75.71428571,51.71428571,3.355,0,0,39.91922682,0,88.44047619,84.32142857,80.17857143,78.64285714,0.004600694,0.006901042,0,0,3.8,0
97,2018 W45,R,CA_FRS,IL_CHI,2.211882971,2.211882971,0.000208333,58.57142857,71.85714286,46.42857143,3.338,0,0,39.34497472,0,85.97619048,82.17857143,78.07142857,73.78571429,0.004618056,0.006927083,5.21E-05,0.000104167,3.9,0
98,2018 W46,R,CA_FRS,IL_CHI,2.047605305,2.047605305,0,54.71428571,68.85714286,40.42857143,3.317,0,0,17.6642755,0,83.77380952,79.26785714,74.5,70.35714286,0.004618056,0.006927083,5.21E-05,0.000104167,3.9,0
99,2018 W47,R,CA_FRS,IL_CHI,2.007062381,2.007062381,0.115961538,55.57142857,66.28571429,46.57142857,3.282,0,0,26.67283657,0,81.70238095,76.125,70.67857143,67.57142858,0.014281517,0.021422276,0.029042468,0.057980769,3.9,0
100,2018 W48,R,CA_FRS,IL_CHI,2.055710187,2.055710187,0.268909091,53.42857143,60.28571429,46.85714286,3.261,0,0,29.97619987,0,78.48809524,73.5,66.82142857,63.28571429,0.036690608,0.04813487,0.096269741,0.192435315,3.9,-0.1
101,2018 W49,R,CA_FRS,IL_CHI,2.013495173,2.013495173,0.025614035,51.28571429,57.28571429,46.42857143,3.207,0,0,19.42135058,0,75.8452381,70.625,63.17857143,58.78571429,0.038825111,0.051336625,0.102621166,0.147261563,3.95,-0.1
102,2018 W50,R,CA_FRS,IL_CHI,1.942833709,1.942833709,0.007254902,49.28571429,58.71428571,41.71428571,3.161,0,0,31.35730635,0,73.05952381,67.57142857,60.64285714,58,0.039429686,0.052243487,0.104434892,0.016434469,3.95,-0.1
103,2018 W51,R,CA_FRS,IL_CHI,1.945275872,1.945275872,0.056785714,52.28571429,58,47.28571429,3.121,0,0,18.65682923,0,70.27380952,64.625,58.57142857,58.35714285,0.044161829,0.059341702,0.089640936,0.032020308,3.95,-0.1
104,2018 W52,R,CA_FRS,IL_CHI,1.952672568,1.952672568,0.03245283,46.71428571,54.85714286,39,3.077,0,0,20.93083403,0,68.07142857,62.01785714,57.21428572,56.42857143,0.042265537,0.063398305,0.03052687,0.044619272,3.95,-0.05
105,2019 W01,R,CA_FRS,IL_CHI,1.893033007,1.893033007,0.078301887,44.57142857,55.85714286,35.85714286,3.048,0,0,29.75216798,0,66.03571429,60.01785715,56.85714286,55.35714286,0.048790694,0.07316,0.043698833,0.055377358,4,0
106,2019 W02,R,CA_FRS,IL_CHI,1.739078311,1.739078311,0.112105263,53.42857143,61.71428571,48,3.013,0,0,23.40919046,0,64.25,59.125,57.60714286,58.78571429,0.058132799,0.087173158,0.069911424,0.095203575,4,0
107,2019 W03,R,CA_FRS,IL_CHI,1.577269628,1.577269628,0.172857143,54.28571429,62,48.42857143,2.976,0,0,20.63343614,0,62.61904762,58.58928572,58.60714286,61.85714286,0.072537561,0.094285108,0.098929281,0.142481203,4,0
108,2019 W04,R,CA_FRS,IL_CHI,1.642624545,1.642624545,0.084038462,49.85714286,60.85714286,40,2.965,0,0,28.64663834,0,61.38095238,58.66071429,60.10714286,61.42857143,0.079540767,0.07117628,0.111825689,0.128447803,4,0
109,2019 W05,R,CA_FRS,IL_CHI,1.635439823,1.635439823,0.13296875,55.57142857,63.42857143,48.85714286,2.965,0,0,27.21037364,0,60.67857143,59.42857143,62,62.14285714,0.090604135,0.084595619,0.125492405,0.108503606,3.8,0.2
110,2019 W06,R,CA_FRS,IL_CHI,1.57002504,1.57002504,0.2145,46.71428571,54.14285714,36.71428571,2.966,0,0,18.48612277,0,59.45238095,58.85714286,60.10714286,58.78571428,0.108479135,0.110501256,0.151091089,0.173734375,3.8,0.2
111,2019 W07,R,CA_FRS,IL_CHI,1.472176708,1.472176708,0.206451613,48.57142857,56,41.14285714,2.966,0,0,20.28809215,0,58.5952381,58.60714286,58.60714286,55.07142857,0.116019974,0.129209494,0.159489706,0.210475807,3.8,0.2
112,2019 W08,R,CA_FRS,IL_CHI,1.465622715,1.465622715,0.056296296,44.71428571,54.42857143,36.28571429,3.006,0,0,25.35418588,0,58.10714286,58.55357143,57,55.21428572,0.098302241,0.132189927,0.152554165,0.131373955,3.8,0.2
113,2019 W09,R,CA_FRS,IL_CHI,1.501437914,1.501437914,0.125737705,58,66.42857143,51.42857143,3.048,0,0,27.64057946,0,58.86904762,59.875,57.75,60.42857143,0.10664588,0.138119404,0.150746404,0.091017,3.8,0.5
