"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-24","0.00","0.0","0.0",,"100","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-25","0.00","0.0","0.0",,"101","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-26","0.00","0.0","0.0",,"101","82",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-27","0.00","0.0","0.0",,"103","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-28","0.00","0.0","0.0",,"102","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-29","0.00","0.0","0.0",,"103","77",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-30","0.00","0.0","0.0",,"102","83",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-08-31","0.00","0.0","0.0",,"102","83",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-01","0.00","0.0","0.0",,"101","85",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-02","0.00","0.0","0.0",,"100","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-03","0.00","0.0","0.0",,"97","77",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-04","0.00","0.0","0.0",,"99","77",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-05","0.00","0.0","0.0",,"101","81",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-06","0.00","0.0","0.0",,"103","79",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-07","0.00","0.0","0.0",,"104","81",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-08","0.00","0.0","0.0",,"106","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-09","0.00","0.0","0.0",,"104","82",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-10","0.00","0.0","0.0",,"104","83",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-11","0.00","0.0","0.0",,"105","79",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-12","0.00","0.0","0.0",,"104","78",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-13","0.00","0.0","0.0",,"103","73",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-14","0.00","0.0","0.0",,"107","74",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-15","0.00","0.0","0.0",,"108","78",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-16","0.00","0.0","0.0",,"103","84",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-17","0.00","0.0","0.0",,"106","82",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-18","0.00","0.0","0.0",,"102","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-19","0.11","0.0","0.0",,"91","74",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-20","0.00","0.0","0.0",,"96","72",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-21","0.00","0.0","0.0",,"100","77",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-22","0.00","0.0","0.0",,"102","77",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-23","0.00","0.0","0.0",,"101","77",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-24","0.00","0.0","0.0",,"98","80",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-25","0.00","0.0","0.0",,"98","75",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-26","0.00","0.0",,,"101","75",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-27","0.00","0.0","0.0",,"102","74",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-28","0.00","0.0","0.0",,"102","72",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-29","0.00","0.0","0.0",,"99","75",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-09-30","0.05","0.0","0.0",,"95","74",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-01","0.24","0.0","0.0",,"77","70",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-02","3.31","0.0","0.0",,"79","69",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-03","0.01","0.0","0.0",,"86","72",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-04","0.00","0.0","0.0",,"86","70",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-05","0.00","0.0","0.0",,"84","66",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-06","0.00","0.0","0.0",,"83","65",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-07","0.66","0.0","0.0",,"74","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-08","0.00","0.0","0.0",,"75","58",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-09","0.00","0.0","0.0",,"79","58",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-10","0.00","0.0","0.0",,"81","58",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-11","0.00","0.0","0.0",,"81","65",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-12","0.00","0.0","0.0",,"82","67",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-13","0.91","0.0","0.0",,"73","63",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-14","0.00","0.0","0.0",,"75","60",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-15","0.00","0.0","0.0",,"78","63",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-16","0.00","0.0","0.0",,"67","57",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-17","0.00","0.0","0.0",,"76","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-18","0.00","0.0","0.0",,"80","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-19","0.00","0.0","0.0",,"84","59",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-20","0.00","0.0","0.0",,"90","72",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-21","0.00","0.0","0.0",,"88","73",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-22","0.04","0.0","0.0",,"85","67",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-23","0.02","0.0","0.0",,"87","66",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-24","0.00","0.0","0.0",,"83","60",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-25","0.00","0.0","0.0",,"84","61",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-26","0.00","0.0","0.0",,"86","61",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-27","0.00","0.0","0.0",,"88","57",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-28","0.00","0.0","0.0",,"88","59",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-29","0.00","0.0","0.0",,"86","62",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-30","0.00","0.0","0.0",,"82","65",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-10-31","0.00","0.0","0.0",,"77","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-01","0.00","0.0","0.0",,"76","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-02","0.00","0.0","0.0",,"80","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-03","0.00","0.0","0.0",,"80","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-04","0.00","0.0","0.0",,"79","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-05","0.00","0.0","0.0",,"81","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-06","0.00","0.0","0.0",,"82","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-07","0.00","0.0","0.0",,"81","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-08","0.00","0.0","0.0",,"79","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-09","0.00","0.0","0.0",,"78","59",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-10","0.00","0.0","0.0",,"77","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-11","0.00","0.0","0.0",,"73","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-12","0.00","0.0","0.0",,"67","49",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-13","0.00","0.0","0.0",,"65","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-14","0.00","0.0","0.0",,"69","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-15","0.00","0.0","0.0",,"74","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-16","0.00","0.0","0.0",,"76","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-17","0.00","0.0","0.0",,"72","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-18","0.00","0.0","0.0",,"72","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-19","0.00","0.0","0.0",,"74","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-20","0.00","0.0","0.0",,"78","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-21","0.00","0.0","0.0",,"74","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-22","0.00","0.0","0.0",,"65","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-23","0.00","0.0","0.0",,"69","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-24","0.00","0.0","0.0",,"69","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-25","0.00","0.0","0.0",,"71","46",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-26","0.00","0.0","0.0",,"75","46",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-27","0.00","0.0","0.0",,"74","46",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-28","0.00","0.0","0.0",,"73","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-29",,,"0.0",,"68","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-11-30","0.00","0.0","0.0",,"63","49",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-01","0.00","0.0","0.0",,"63","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-02","0.00","0.0","0.0",,"60","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-03","0.00","0.0","0.0",,"61","39",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-04","0.00","0.0","0.0",,"65","39",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-05","0.00","0.0","0.0",,"72","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-06","0.03","0.0","0.0",,"60","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-07","0.05","0.0","0.0",,"69","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-08","0.00","0.0","0.0",,"66","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-09","0.00","0.0","0.0",,"69","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-10","0.00","0.0","0.0",,"72","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-11","0.00","0.0","0.0",,"71","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-12","0.00","0.0","0.0",,"66","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-13","0.00","0.0",,,"69","43",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-14","0.00","0.0","0.0",,"65","39",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-15","0.00","0.0","0.0",,"67","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-16","0.00","0.0","0.0",,"71","46",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-17","0.00","0.0","0.0",,"69","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-18","0.00","0.0","0.0",,"68","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-19","0.00","0.0","0.0",,"68","42",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-20","0.00","0.0","0.0",,"73","41",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-21","0.00","0.0","0.0",,"68","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-22","0.00","0.0","0.0",,"72","43",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-23","0.00","0.0","0.0",,"72","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-24","0.00","0.0","0.0",,"71","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-25","0.00","0.0","0.0",,"64","43",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-26","0.00","0.0","0.0",,"59","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-27","0.00","0.0","0.0",,"57","40",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-28","0.00","0.0","0.0",,"53","35",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-29","0.00","0.0","0.0",,"57","34",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-30","0.00","0.0","0.0",,"56","31",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-12-31","0.12","0.0","0.0",,"49","36",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-01","0.00","0.0","0.0",,"51","39",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-02","0.00","0.0","0.0",,"51","31",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-03","0.00","0.0","0.0",,"56","29",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-04","0.00","0.0","0.0",,"67","32",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-05","0.06","0.0","0.0",,"67","40",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-06","0.53","0.0","0.0",,"53","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-07","0.00","0.0","0.0",,"63","40",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-08","0.00","0.0","0.0",,"73","41",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-09","0.00","0.0","0.0",,"73","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-10","0.00","0.0","0.0",,"66","49",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-11","0.00","0.0","0.0",,"65","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-12","0.00",,"0.0",,"67","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-13","0.04",,"0.0",,"61","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-14","0.03",,"0.0",,"68","49",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-15","0.06","0.0","0.0",,"65","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-16","0.00","0.0","0.0",,"67","50",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-17","0.00","0.0","0.0",,"68","45",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-18","0.00","0.0","0.0",,"69","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-19","0.00","0.0","0.0",,"71","42",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-20","0.00","0.0","0.0",,"72","43",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-21","0.00","0.0","0.0",,"65","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-22","0.00","0.0","0.0",,"63","42",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-23","0.00","0.0","0.0",,"61","38",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-24","0.00","0.0","0.0",,"69","37",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-25","0.00","0.0","0.0",,"69","39",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-26","0.00","0.0","0.0",,"73","41",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-27","0.00","0.0","0.0",,"71","42",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-28","0.00","0.0","0.0",,"71","43",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-29","0.00","0.0","0.0",,"71","50",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-30","0.00","0.0","0.0",,"72","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-01-31","0.00",,"0.0",,"72","49",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-01","0.00","0.0","0.0",,"71","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-02","0.00","0.0","0.0",,"70","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-03","0.37","0.0","0.0",,"66","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-04","0.00","0.0","0.0",,"65","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-05","0.04","0.0","0.0",,"63","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-06","0.02","0.0","0.0",,"53","40",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-07","0.00","0.0","0.0",,"57","33",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-08","0.00","0.0","0.0",,"66","35",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-09","0.00","0.0","0.0",,"59","42",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-10","0.00","0.0","0.0",,"62","35",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-11","0.00","0.0","0.0",,"58","42",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-12","0.00","0.0","0.0",,"70","34",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-13","0.00",,"0.0",,,"46",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-14","0.20","0.0","0.0",,"60",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-15","0.00","0.0","0.0",,"67","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-16","0.00","0.0","0.0",,"60","44",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-17","0.00","0.0","0.0",,"56","39",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-18","0.11",,"0.0",,"53","40",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-19","0.00","0.0","0.0",,"54","35",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-20","0.00","0.0","0.0",,"55","33",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-21","0.95",,"0.0",,"52","37",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-22","0.34","0.0","0.0",,"46","36",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-23","0.00","0.0","0.0",,"55","33",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-24","0.00","0.0","0.0",,"65","34",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-25","0.00","0.0","0.0",,"66","38",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-26","0.00","0.0","0.0",,"72","41",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-27","0.00","0.0","0.0",,"74","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-02-28","0.00","0.0","0.0",,"75","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-01","0.00","0.0","0.0",,"76","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-02","0.00","0.0","0.0",,"72","56",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-03","0.00","0.0","0.0",,"73","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-04","0.00","0.0","0.0",,"73","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-05","0.00","0.0","0.0",,"79","47",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-06","0.00","0.0","0.0",,"83","57",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-07","0.00","0.0","0.0",,"74","59",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-08","0.00","0.0","0.0",,"66","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-09","0.00","0.0","0.0",,"64","46",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-10","0.00","0.0","0.0",,"69","43",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-11","0.09","0.0","0.0",,"69","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-12","0.84",,"0.0",,"58","49",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-13","0.06",,"0.0",,"64","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-14","0.00","0.0","0.0",,"63","40",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-15","0.00","0.0","0.0",,"74","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-16","0.00","0.0","0.0",,"77","59",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-17","0.00","0.0","0.0",,"79","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-18","0.00","0.0","0.0",,"82","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-19","0.00","0.0","0.0",,"83","56",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-20","0.00","0.0","0.0",,"83","58",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-21","0.02","0.0","0.0",,"68","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-22","0.00","0.0","0.0",,"71","48",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-23","0.00","0.0","0.0",,"76","50",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-24","0.00","0.0","0.0",,"79","52",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-25","0.00","0.0","0.0",,"85","51",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-26","0.00","0.0","0.0",,"85","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-27","0.00","0.0","0.0",,"81","60",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-28","0.00","0.0","0.0",,"84","53",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-29","0.00","0.0","0.0",,"80","54",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-30","0.00","0.0","0.0",,"82","55",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-31","0.00","0.0","0.0",,"80","50",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-01","0.00","0.0","0.0",,"83","57",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-02","0.00","0.0","0.0",,"85","56",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-03","0.00","0.0","0.0",,"77","59",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-04","0.00","0.0","0.0",,"81","56",
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-05","0.00","0.0","0.0",,"80","56",
