"","X1","yw","PRCP","TMAX","prcp","tmax","prcp_lag12","tmax_lag12","prcp_lag8","tmax_lag8","prcp_lag4","tmax_lag4","prcp_lag2","tmax_lag2"
"38",38,"2017 W38",0,67.8571428571429,0,67.8571428571429,0.000952380952380927,68.5515873015873,0.00142857142857139,69.7916666666667,0.00249999999999995,72.9761904761905,0.00357142857142856,69.3571428571429
"39",39,"2017 W39",0,71.7142857142857,0,71.7142857142857,0.000952380952380927,68.968253968254,0.00142857142857139,70.0595238095238,0.00249999999999995,71.0714285714287,0,69.7857142857142
"40",40,"2017 W40",0,69.4285714285714,0,69.4285714285714,0.000952380952380927,69.2420634920635,0.00124999999999997,70.7559523809524,0.00178571428571428,69.9642857142858,0,70.5714285714287
"41",41,"2017 W41",0,69.5714285714286,0,69.5714285714286,0.000952380952380927,69.5396825396825,0.00124999999999997,71.1130952380952,0,69.6428571428571,0,69.5
"42",42,"2017 W42",0.02,67,0.02,67,0.0026190476190476,69.6706349206349,0.00374999999999998,71.202380952381,0.005,69.4285714285714,0.01,68.2857142857142
"43",43,"2017 W43",0,75.4285714285714,0,75.4285714285714,0.0026190476190476,70.1587301587302,0.00374999999999998,70.7142857142858,0.005,70.3571428571429,0.01,71.2142857142858
"44",44,"2017 W44",0.0214285714285714,63.4285714285714,0.0214285714285714,63.4285714285714,0.0042857142857143,70.1230158730159,0.00607142857142862,69.4107142857143,0.010357142857143,68.8571428571428,0.0107142857142859,69.4285714285713
"45",45,"2017 W45",0.0185714285714286,64.5714285714286,0.0185714285714286,64.5714285714286,0.00583333333333332,69.9444444444445,0.00750000000000001,68.625,0.015,67.6071428571429,0.02,64
"46",46,"2017 W46",0.0442857142857143,64.4285714285714,0.0442857142857143,64.4285714285714,0.00952380952380953,69.7896825396825,0.0130357142857143,68.1964285714286,0.0210714285714286,66.9642857142857,0.0314285714285714,64.5
"47",47,"2017 W47",0.0157142857142857,71.4285714285714,0.0157142857142857,71.4285714285714,0.0108333333333333,69.1309523809524,0.015,68.1607142857143,0.025,65.9642857142857,0.03,67.9285714285713
"48",48,"2017 W48",0.08,59.8571428571429,0.08,59.8571428571429,0.0172619047619048,67.9642857142857,0.025,66.9642857142857,0.0396428571428571,65.0714285714286,0.0478571428571428,65.6428571428571
"49",49,"2017 W49",0,67.8571428571429,0,67.8571428571429,0.0166666666666667,67.7142857142857,0.025,66.75,0.035,65.8928571428571,0.04,63.8571428571429
"50",50,"2017 W50",0,65.4285714285714,0,65.4285714285714,0.0166666666666667,67.5119047619048,0.0225,66.5535714285714,0.0239285714285714,66.1428571428572,0,66.6428571428573
"51",51,"2017 W51",0.0214285714285714,57.1428571428571,0.0214285714285714,57.1428571428571,0.018452380952381,66.297619047619,0.0251785714285714,64.2678571428571,0.0253571428571429,62.5714285714286,0.0107142857142857,61.2857142857142
"52",52,"2017 W52",0,63,0,63,0.018452380952381,65.7619047619047,0.0225,64.2142857142857,0.00535714285714284,63.3571428571429,0.0107142857142857,60.0714285714284
"53",53,"2018 W01",0.0757142857142857,62.1428571428571,0.0757142857142857,62.1428571428571,0.0247619047619048,65.1428571428572,0.0296428571428571,63.9107142857143,0.0242857142857142,61.9285714285714,0.0378571428571428,62.5714285714287
"54",54,"2018 W02",0.301428571428571,62.2857142857143,0.301428571428571,62.2857142857143,0.0482142857142857,64.75,0.0617857142857142,63.6428571428572,0.099642857142857,61.1428571428571,0.188571428571428,62.2142857142858
"55",55,"2018 W03",0.0471428571428571,59.2857142857143,0.0471428571428571,59.2857142857143,0.0521428571428571,63.4047619047619,0.0657142857142857,62.125,0.106071428571428,61.6785714285714,0.174285714285714,60.7857142857142
"56",56,"2018 W04",0.0671428571428571,61,0.0671428571428571,61,0.0559523809523809,63.202380952381,0.0641071428571428,62.2678571428572,0.122857142857143,61.1785714285714,0.0571428571428572,60.1428571428571
"57",57,"2018 W05",0,71.4285714285714,0,71.4285714285714,0.0544047619047619,63.7738095238095,0.0641071428571428,62.7142857142857,0.103928571428571,63.5,0.0335714285714286,66.2142857142858
"58",58,"2018 W06",0,68.8571428571429,0,68.8571428571429,0.0507142857142857,64.1428571428572,0.0641071428571428,63.1428571428571,0.0285714285714286,65.1428571428571,0,70.1428571428571
"59",59,"2018 W07",0.00571428571428571,60.8571428571429,0.00571428571428571,60.8571428571429,0.0498809523809524,63.2619047619048,0.0621428571428571,63.6071428571429,0.0182142857142857,65.5357142857143,0.00285714285714289,64.8571428571429
"60",60,"2018 W08",0.00714285714285714,53,0.00714285714285714,53,0.0438095238095238,62.6904761904762,0.0630357142857143,62.3571428571429,0.00321428571428573,63.5357142857143,0.00642857142857145,56.9285714285716
"61",61,"2018 W09",0.26,55.4285714285714,0.26,55.4285714285714,0.0654761904761904,61.6547619047619,0.0860714285714285,61.5178571428571,0.0682142857142857,59.5357142857142,0.133571428571428,54.2142857142856
"62",62,"2018 W10",0.00857142857142857,64.1428571428571,0.00857142857142857,64.1428571428571,0.0661904761904761,61.547619047619,0.0494642857142857,61.75,0.0703571428571428,58.3571428571429,0.134285714285714,59.7857142857142
"63",63,"2018 W11",0.207142857142857,59,0.207142857142857,59,0.0816666666666666,61.702380952381,0.0694642857142857,61.7142857142857,0.120714285714286,57.8928571428571,0.107857142857143,61.5714285714287
"64",64,"2018 W12",0.238571428571429,60.7142857142857,0.238571428571429,60.7142857142857,0.101547619047619,61.5119047619048,0.0908928571428572,61.6785714285714,0.178571428571429,59.8214285714286,0.222857142857143,59.8571428571429
"65",65,"2018 W13",0,67.7142857142857,0,67.7142857142857,0.0952380952380952,61.9761904761905,0.0908928571428572,61.2142857142857,0.113571428571429,62.8928571428572,0.119285714285714,64.2142857142858
"66",66,"2018 W14",0.194285714285714,62.4285714285714,0.194285714285714,62.4285714285714,0.0863095238095238,61.9880952380952,0.115178571428571,60.4107142857142,0.16,62.4642857142856,0.097142857142857,65.0714285714282
"67",67,"2018 W15",0.0714285714285714,64.4285714285714,0.0714285714285714,64.4285714285714,0.0883333333333333,62.4166666666666,0.123392857142857,60.8571428571428,0.126071428571429,63.8214285714284,0.132857142857143,63.4285714285711
"68",68,"2018 W16",0.0671428571428571,60,0.0671428571428571,60,0.0883333333333333,62.3333333333333,0.130892857142857,61.7321428571428,0.0832142857142857,63.642857142857,0.0692857142857144,62.2142857142858
"69",69,"2018 W17",0,61.4285714285714,0,61.4285714285714,0.0883333333333333,61.5,0.0983928571428572,62.4821428571428,0.0832142857142857,62.0714285714284,0.0335714285714288,60.7142857142858
"70",70,"2018 W18",0,60.1428571428571,0,60.1428571428571,0.0883333333333333,60.7738095238095,0.0973214285714286,61.9821428571428,0.0346428571428572,61.5,0,60.7857142857142
"71",71,"2018 W19",0,64.2857142857143,0,64.2857142857143,0.0878571428571429,61.0595238095238,0.0714285714285715,62.6428571428571,0.0167857142857144,61.4642857142858,0,62.2142857142858
"72",72,"2018 W20",0,61.2857142857143,0,61.2857142857143,0.0872619047619048,61.75,0.0416071428571428,62.7142857142857,0,61.7857142857144,0,62.7857142857147
"73",73,"2018 W21",0.0157142857142857,60.4285714285714,0.0157142857142857,60.4285714285714,0.0669047619047619,62.1666666666666,0.0435714285714285,61.8035714285713,0.00392857142857128,61.5357142857142,0.00785714285714256,60.8571428571427
"74",74,"2018 W22",0,65.7142857142857,0,65.7142857142857,0.0661904761904762,62.297619047619,0.0192857142857142,62.2142857142858,0.00392857142857128,62.9285714285716,0.00785714285714256,63.0714285714284
"75",75,"2018 W23",0,63.2857142857143,0,63.2857142857143,0.0489285714285714,62.6547619047618,0.0103571428571428,62.0714285714286,0.00392857142857128,62.6785714285713,0,64.5
"76",76,"2018 W24",0,64.1428571428571,0,64.1428571428571,0.029047619047619,62.9404761904762,0.00196428571428564,62.5892857142858,0.00392857142857128,63.3928571428571,0,63.7142857142858
"77",77,"2018 W25",0,66.5714285714286,0,66.5714285714286,0.029047619047619,62.8452380952381,0.00196428571428564,63.2321428571429,0,64.9285714285716,0,65.3571428571431
"78",78,"2018 W26",0,67.8571428571429,0,67.8571428571429,0.0128571428571428,63.2976190476191,0.00196428571428564,64.1964285714287,0,65.4642857142858,0,67.2142857142858
"79",79,"2018 W27",0,68.8571428571429,0,68.8571428571429,0.0069047619047619,63.6666666666667,0.00196428571428564,64.7678571428571,0,66.8571428571429,0,68.3571428571427
"80",80,"2018 W28",0.00285714285714286,70.2857142857143,0.00285714285714286,70.2857142857143,0.00154761904761906,64.5238095238096,0.00232142857142859,65.8928571428571,0.000714285714285889,68.3928571428571,0.00142857142857178,69.5714285714284
"81",81,"2018 W29",0,69,0,69,0.00154761904761906,65.1547619047619,0.000357142857142945,66.9642857142858,0.000714285714285889,69,0.00142857142857178,69.6428571428573
"82",82,"2018 W30",0,65.1428571428571,0,65.1428571428571,0.00154761904761906,65.5714285714286,0.000357142857142945,66.8928571428571,0.000714285714285889,68.3214285714284,0,67.0714285714284
"83",83,"2018 W31",0,64.2857142857143,0,64.2857142857143,0.00154761904761906,65.5714285714286,0.000357142857142945,67.0178571428572,0.000714285714285889,67.1785714285716,0,64.7142857142858
"84",84,"2018 W32",0,67,0,67,0.00154761904761906,66.047619047619,0.000357142857142945,67.375,0,66.3571428571429,0,65.6428571428573
"85",85,"2018 W33",0.00142857142857143,66.5714285714286,0.00142857142857143,66.5714285714286,0.000357142857142871,66.5595238095239,0.000535714285714306,67.375,0.000357142857142723,65.75,0.000714285714285445,66.7857142857142
"86",86,"2018 W34",0,67.7142857142857,0,67.7142857142857,0.000357142857142871,66.7261904761904,0.000535714285714306,67.3571428571428,0.000357142857142723,66.3928571428571,0.000714285714285445,67.1428571428569
"87",87,"2018 W35",0,67,0,67,0.000357142857142871,67.0357142857143,0.000535714285714306,67.125,0.000357142857142723,67.0714285714284,0,67.3571428571427
"88",88,"2018 W36",0,65,0,65,0.000357142857142871,67.1071428571428,0.000178571428571361,66.4642857142857,0.000357142857142723,66.5714285714284,0,66
"89",89,"2018 W37",0,66.1428571428571,0,66.1428571428571,0.000357142857142871,67.0714285714286,0.000178571428571361,66.1071428571429,0,66.4642857142858,0,65.5714285714289
"90",90,"2018 W38",0,65.1428571428571,0,65.1428571428571,0.000357142857142871,66.8452380952381,0.000178571428571361,66.1071428571429,0,65.8214285714287,0,65.6428571428573
"91",91,"2018 W39",0,66.7142857142857,0,66.7142857142857,0.000357142857142871,66.6666666666667,0.000178571428571361,66.4107142857142,0,65.75,0,65.9285714285711
"92",92,"2018 W40",0.0285714285714286,71,0.0285714285714286,71,0.00249999999999995,66.7261904761904,0.00374999999999992,66.9107142857142,0.00714285714285712,67.25,0.0142857142857142,68.8571428571427
"93",93,"2018 W41",0,70,0,70,0.00249999999999995,66.8095238095238,0.00357142857142856,67.3392857142857,0.00714285714285712,68.2142857142856,0.0142857142857142,70.5
"94",94,"2018 W42",0,67.5714285714286,0,67.5714285714286,0.00249999999999995,67.0119047619047,0.00357142857142856,67.3214285714286,0.00714285714285712,68.8214285714284,0,68.7857142857142
"95",95,"2018 W43",0,65.2857142857143,0,65.2857142857143,0.00249999999999995,67.0952380952381,0.00357142857142856,67.1071428571429,0.00714285714285712,68.4642857142858,0,66.4285714285716
"96",96,"2018 W44",0,68,0,68,0.00249999999999995,67.1785714285714,0.00357142857142856,67.4821428571429,0,67.7142857142858,0,66.6428571428573
"97",97,"2018 W45",0,67.4285714285714,0,67.4285714285714,0.00238095238095237,67.25,0.00357142857142856,67.6428571428571,0,67.0714285714287,0,67.7142857142858
"98",98,"2018 W46",0,65.4285714285714,0,65.4285714285714,0.00238095238095237,67.0595238095239,0.00357142857142856,67.6785714285714,0,66.5357142857144,0,66.4285714285716
"99",99,"2018 W47",0.0957142857142857,63.7142857142857,0.0957142857142857,63.7142857142857,0.0103571428571429,66.7857142857143,0.0155357142857143,67.3035714285714,0.0239285714285715,66.1428571428571,0.047857142857143,64.5714285714284
"100",100,"2018 W48",0.318571428571429,60.4285714285714,0.318571428571429,60.4285714285714,0.0369047619047619,66.4047619047619,0.0517857142857143,65.9821428571429,0.103571428571429,64.25,0.207142857142857,62.0714285714284
"101",101,"2018 W49",0.0571428571428571,61.4285714285714,0.0571428571428571,61.4285714285714,0.0416666666666667,66.0119047619047,0.0589285714285716,64.9107142857143,0.117857142857143,62.75,0.187857142857143,60.9285714285716
"102",102,"2018 W50",0.101428571428571,62.4285714285714,0.101428571428571,62.4285714285714,0.0501190476190476,65.7857142857143,0.0716071428571429,64.2678571428572,0.143214285714286,62,0.0792857142857142,61.9285714285716
"103",103,"2018 W51",0.0171428571428571,61.4285714285714,0.0171428571428571,61.4285714285714,0.051547619047619,65.3452380952381,0.07375,63.7857142857142,0.123571428571428,61.4285714285713,0.0592857142857137,61.9285714285711
"104",104,"2018 W52",0.0757142857142857,58,0.0757142857142857,58,0.0554761904761905,64.2619047619047,0.0832142857142857,62.5357142857142,0.0628571428571427,60.8214285714284,0.0464285714285713,59.7142857142853
"105",105,"2019 W01",0.107142857142857,57.8571428571429,0.107142857142857,57.8571428571429,0.0644047619047619,63.25,0.0966071428571429,61.3392857142857,0.0753571428571427,59.9285714285713,0.0914285714285716,57.9285714285716
"106",106,"2019 W02",0.0442857142857143,60.8571428571429,0.0442857142857143,60.8571428571429,0.0680952380952381,62.6904761904762,0.102142857142857,60.7678571428571,0.0610714285714287,59.5357142857142,0.0757142857142861,59.3571428571431
"107",107,"2019 W03",0.182857142857143,63.1428571428571,0.182857142857143,63.1428571428571,0.0833333333333333,62.5119047619047,0.113035714285714,60.6964285714286,0.1025,59.9642857142858,0.113571428571428,62
"108",108,"2019 W04",0.0142857142857143,64.4285714285714,0.0142857142857143,64.4285714285714,0.0845238095238095,62.2142857142857,0.075,61.1964285714286,0.0871428571428572,61.5714285714287,0.0985714285714283,63.7857142857142
"109",109,"2019 W05",0.36,60.5714285714286,0.36,60.5714285714286,0.11452380952381,61.6428571428571,0.112857142857143,61.0892857142857,0.150357142857143,62.25,0.187142857142857,62.5
"110",110,"2019 W06",0.431428571428571,53.1428571428571,0.431428571428571,53.1428571428571,0.15047619047619,60.6190476190476,0.154107142857143,59.9285714285713,0.247142857142857,60.3214285714284,0.395714285714285,56.8571428571427
"111",111,"2019 W07",0.385714285714286,59.1428571428571,0.385714285714286,59.1428571428571,0.174642857142857,60.2380952380953,0.200178571428571,59.6428571428572,0.297857142857143,59.3214285714287,0.408571428571428,56.1428571428573
"112",112,"2019 W08",0.00857142857142857,54.2857142857143,0.00857142857142857,54.2857142857143,0.148809523809524,59.7261904761904,0.191785714285714,59.1785714285714,0.296428571428571,56.7857142857142,0.197142857142858,56.7142857142858
"113",113,"2019 W09",0.112857142857143,61.5714285714286,0.112857142857143,61.5714285714286,0.153452380952381,59.7380952380952,0.1925,59.6428571428571,0.234642857142857,57.0357142857142,0.0607142857142859,57.9285714285711
"114",114,"2019 W10",0.194285714285714,57,0.194285714285714,57,0.161190476190476,59.2857142857142,0.21125,59.1607142857142,0.175357142857143,58,0.153571428571428,59.2857142857142
"115",115,"2019 W11",0,62.4285714285714,0,62.4285714285714,0.159761904761905,59.3690476190476,0.188392857142857,59.0714285714286,0.0789285714285715,58.8214285714284,0.097142857142857,59.7142857142858
"116",116,"2019 W12",0.167142857142857,62.1428571428571,0.167142857142857,62.1428571428571,0.167380952380952,59.7142857142857,0.2075,58.7857142857142,0.118571428571429,60.7857142857142,0.0835714285714286,62.2857142857142
"117",117,"2019 W13",0.0228571428571429,63.5714285714286,0.0228571428571429,63.5714285714286,0.160357142857143,60.1904761904762,0.165357142857143,59.1607142857143,0.0960714285714284,61.2857142857144,0.0949999999999998,62.8571428571431
